sr,open,high,low,close
1,67.7142,68.4014,66.8928,67.8542
2,68.0714,69.2771,67.6071,68.5614
3,68.5014,68.9114,66.8205,66.8428
4,66.7442,67.6628,66.1742,66.7156
5,66.3599,67.3771,66.2885,66.6556
6,66.9785,67.1656,65.7028,65.7371
7,65.8714,66.1042,64.8356,65.7128
8,65.3842,65.3842,64.1142,64.1214
9,63.7142,64.1671,63.2599,63.7228
10,64.1785,64.5142,63.7999,64.4014
11,64.8356,65.0171,63.2242,63.2571
12,63.4028,64.5056,62.5228,64.1385
13,64.0614,64.6342,62.9499,63.5099
14,63.4357,63.9814,63.0571,63.0571
15,62.5714,62.5971,61.4257,61.4957
16,61.1142,61.1714,59.8571,60.0071
17,60.2114,62.1699,60.1071,61.5919
18,62.0728,62.1785,60.6328,60.8088
19,60.6428,61.7157,60.1514,61.5117
20,61.3999,62.2042,61.2299,61.6742
21,61.3928,62.7157,60.7342,62.5528
22,62.2285,62.6971,61.0814,61.2042
23,61.2071,62.0714,60.7657,61.1928
24,61.8328,62.0914,61.4928,61.7857
25,62.5614,63.4614,62.4642,63.3799
26,63.0642,65.3514,63.0285,65.1028
27,65.6428,65.8528,64.0714,64.9271
28,65.3456,65.3756,64.2271,64.5828
29,64.3171,65.4256,64.2999,64.6756
30,64.9399,66.0142,64.7299,65.9871
31,66.3842,67.1356,65.9685,66.2256
32,66.4914,66.5485,65.7899,65.8765
33,65.2085,65.2571,64.3899,64.5828
34,64.2599,64.5455,63.0885,63.2371
35,63.1285,63.3854,61.1057,61.2728
36,61.0857,62.5914,60.9142,61.3988
37,61.6242,62.4685,61.4728,61.7128
38,61.9657,62.1428,60.7499,61.1028
39,60.6428,60.7071,59.9542,60.4571
40,60.6928,61.0714,60.3557,60.8871
41,60.9085,61.2142,60.3928,60.9971
42,61.1571,62.4371,60.8585,62.2414
43,61.9599,62.5699,61.5999,62.0471
44,62.0214,62.0214,61.2985,61.3999
45,60.9999,61.1271,59.9357,59.9785
46,60.2242,60.9442,60.0814,60.8914
47,60.0385,60.0857,56.8728,57.5428
48,57.8557,57.9699,55.6774,56.0071
49,55.4242,57.0857,55.0142,55.7899
50,56.0914,57.4571,55.8964,56.9528
51,57.7128,58.3401,56.9728,58.0185
52,56.2199,59.3214,56.0714,57.9231
53,58.7464,59.1342,58.1428,58.3399
54,58.5442,59.8241,58.3214,59.6007
55,60.0642,61.9452,59.9999,61.4457
56,62.1571,63.6071,61.7242,63.2542
57,63.4942,63.5614,62.0557,62.7557
58,63.1114,64.0842,62.9471,63.6457
59,64.4728,64.7471,64.1642,64.2828
60,65.1014,66.0285,64.9014,65.8156
61,66.4242,66.5356,64.8142,65.5225
62,65.5771,66.4814,65.1156,66.2628
63,65.6871,66.1428,65.0828,65.2528
64,65.4242,65.6728,64.3542,64.7099
65,64.5014,65.4142,64.4999,64.9628
66,64.8356,65.0285,63.1642,63.4085
67,62.7371,62.9999,60.3371,61.2642
68,60.4628,62.5499,59.8428,62.0825
69,62.7214,62.8699,61.5728,61.8942
70,61.7014,63.6857,61.4428,63.2757
71,62.5928,63.6399,62.0285,62.8085
72,63.4357,64.0499,62.6028,63.0505
73,62.2785,63.7371,62.2557,63.1628
74,62.9785,63.6657,62.9085,63.5928
75,64.2714,64.4442,62.9785,63.0627
76,62.8571,63.9285,62.7714,63.5642
77,63.6642,64.9285,63.5014,64.5114
78,64.6428,65.2999,64.2142,64.2478
79,64.3899,64.6228,63.2114,64.3885
80,64.7456,64.9185,63.9128,64.1871
81,63.6642,64.3885,63.3871,63.5871
82,63.6385,63.8571,62.0071,62.6371
83,62.3571,63.3199,61.8242,63.1158
84,63.5328,64.1541,62.3999,62.6985
85,62.2485,63.2514,61.9028,62.5142
86,62.7857,63.0357,61.6428,61.7414
87,61.7857,62.4485,61.2499,62.2807
88,62.1999,62.3271,61.2142,61.4357
89,61.6342,62.2428,61.4802,61.7142
90,61.6514,62.1285,61.4585,61.6814
91,61.6285,61.6657,60.4285,60.4285
92,59.8999,60.8542,59.3099,59.5482
93,59.7842,59.9999,58.3,59.0714
94,58.1999,58.3799,56.8642,57.5057
95,57.9571,58.2557,56.9757,57.5185
96,57.6999,57.8271,56.5228,56.8671
97,57.0357,57.3414,56.2199,56.2542
98,55.9085,57.1814,55.5528,56.6471
99,57.5271,58.8957,57.3171,58.4599
100,58.5657,60.2328,58.4957,59.7842
101,60.1228,60.4257,59.6357,60.1142
102,60.0557,60.4699,59.3357,59.6314
103,60.0157,60.1428,58.6642,59.2928
104,59.0857,60.4999,58.6257,60.3357
105,59.9428,60.6857,59.7499,60.1042
106,60.4214,61.1785,60.1671,61.0411
107,61.0928,61.3985,60.4871,60.9299
108,60.7157,61.6371,60.6857,61.0628
109,60.9314,61.5299,60.5957,61.4564
110,61.3857,61.7457,61.1742,61.4728
111,61.9114,62.1242,61.5157,61.6797
112,61.8714,61.9971,60.6214,60.7071
113,61.3514,61.3928,60.7811,60.9014
114,60.8571,60.9942,59.8157,59.8557
115,62.7042,63.5128,62.1799,62.9299
116,62.9571,63.0571,62.2585,62.6428
117,62.1857,63.0057,62.0485,62.9985
118,62.9714,64.2842,62.8857,63.9699
119,64.2799,65.3071,64.1757,64.7599
120,64.9985,65.3346,64.2042,64.6471
121,65.1075,65.2571,64.7514,65.2394
122,65.4299,66.1214,65.2371,66.0771
123,66.3842,67.2385,66.0214,67.0642
124,66.8599,67.4128,66.0242,66.4642
125,66.2571,66.7142,65.9671,66.4256
126,66.2649,66.2999,65.4214,65.8585
127,65.5199,65.7799,64.8071,64.9214
128,65.2656,66.9499,65.2328,66.7656
129,67.2771,70.6656,66.8642,69.9385
130,71.1256,72.0356,70.4856,71.2142
131,70.9171,71.7712,69.869,71.1299
132,71.4499,71.8485,71.2656,71.7614
133,72.0485,73.3914,71.9999,72.5342
134,72.8156,72.9385,71.5456,71.5814
135,71.9414,72.4499,71.5999,71.7656
136,72.1399,72.2271,71.1714,71.8514
137,71.8956,71.9071,71.3356,71.5742
138,71.5356,72.8856,71.4999,71.8528
139,71.1428,71.7871,69.4714,69.7985
140,69.4285,70.8285,69.4285,70.1279
141,70.2356,70.9285,70.1614,70.2428
142,70.2856,70.4214,69.4999,69.6022
143,70.4428,71.5142,69.6214,69.7971
144,71.3656,71.7485,70.8971,71.2415
145,71.4642,71.5256,70.5199,70.7528
146,71.2056,71.3399,69.9928,71.1742
147,72.1428,72.5599,71.9256,72.3099
148,72.3142,72.4928,69.9285,70.6628
149,66.7157,67.6699,66.4014,66.8156
150,66.9285,67.9142,66.5728,67.5271
151,67.0485,67.4041,66.3856,66.4142
152,65.8571,65.9442,63.8885,64.3028
153,63.9942,65.6728,63.9285,65.0456
154,66.1685,66.6214,65.8085,66.3828
155,67.2428,67.9756,67.0356,67.4714
156,68.2856,68.3642,66.5714,66.7728
157,70.8714,70.9871,68.9428,70.0914
158,70.6971,70.7814,69.6885,69.8714
159,69.8856,69.9485,68.7757,68.7899
160,69.4285,69.7942,69.1285,69.4599
161,69.1114,69.2385,68.6742,68.9642
162,68.1785,68.8085,67.7729,68.1071
163,68.3499,69.8771,68.3401,69.7085
164,69.3756,70.2571,69.1071,69.9371
165,70.0728,70.3356,68.6769,69.0585
166,69.1228,69.2285,68.3714,69.0042
167,69.5085,70.3785,69.3356,69.6785
168,69.9914,70.0914,68.6485,68.7056
169,69.2342,69.6842,68.3256,69.5125
170,70.1885,70.3399,69.5771,69.9482
171,69.5699,70.5485,69.3085,70.4016
172,69.9756,71.0828,69.9071,70.8628
173,71.0721,71.7142,70.7885,71.2399
174,71.5414,71.7899,71.3185,71.5876
175,71.4256,72.1114,71.3828,72.0714
176,72.2842,72.7514,72.2442,72.6985
177,73.1099,74.8999,73.0742,74.4802
178,75.2006,75.4927,72.5756,74.2667
179,74.1428,75.0956,74.1428,74.9942
180,74.9999,76.0671,74.6356,75.9871
181,75.9021,76.1756,75.0156,75.1368
182,75.5771,75.8571,74.7442,75.6965
183,76.6099,77.0356,73.5056,73.8111
184,74.2299,75.3599,73.8599,74.9851
185,74.9999,75.3556,74.4671,74.6716
186,74.8599,74.9714,73.6914,74.2899
187,74.4428,75.2599,74.1156,75.2499
188,74.9399,75.5549,74.7142,75.0641
189,74.8785,74.9799,74.0285,74.4171
190,74.2256,74.7414,73.1971,73.2131
191,73.5114,74.4471,73.2271,74.3656
192,74.2842,74.5242,73.4871,74.1496
193,73.9528,74.8456,73.8571,74.2871
194,73.9999,74.6071,73.8514,74.3762
195,74.6871,75.6114,74.5528,75.4514
196,75.2256,75.5842,74.9271,74.9986
197,74.9985,75.3128,74.0285,74.0898
198,74.1471,74.7685,73.9956,74.2214
199,74.1756,74.3456,73.4756,73.5714
200,73.9428,74.4585,73.3814,74.4479
201,74.2171,74.5942,74.0756,74.2571
202,74.4314,75.1242,74.4285,74.8199
203,74.8742,76.5914,74.8571,76.1999
204,76.6156,77.9999,76.1999,77.9942
205,78.4971,79.7613,78.2585,79.4385
206,79.7142,80.6185,78.6885,78.7471
207,79.7571,80.9113,79.6685,80.9031
208,80.7856,81.3128,80.1171,80.7142
209,81.8071,82.1622,80.9156,81.1286
210,80.8271,80.9642,79.9385,80.0028
211,80.1285,81.3685,80.1285,80.9185
212,80.5113,81.1256,80.1713,80.7928
213,80.9999,81.5671,79.9556,80.1942
214,80.3058,80.7628,80.0042,80.0771
215,80.4071,80.4113,79.0956,79.2042
216,79.2885,80.3769,79.2871,79.6428
217,79.4013,79.9199,79.0535,79.2842
218,78.5285,78.7785,76.9714,78.6813
219,78.4999,78.5713,77.6757,77.7799
220,77.9185,78.8013,77.831,78.4314
221,81.1428,81.5313,80.3942,81.4413
222,81.4128,81.6971,80.8613,81.0956
223,81.1571,81.3571,80.4822,80.5571
224,80.5456,80.6299,79.9285,80.0128
225,79.6371,80.0128,78.9029,79.2171
226,79.1671,80.1828,79.1428,80.1456
227,79.3828,79.5756,78.8601,79.0185
228,78.9799,79.0999,77.2042,77.2828
229,76.7785,78.1142,76.2285,77.7042
230,77.7599,77.9942,76.8464,77.1481
231,76.9728,77.9371,76.9556,77.6371
232,78.1142,78.1228,76.4785,76.6455
233,77.1185,77.2571,75.8728,76.1342
234,75.7014,77.4999,75.6971,76.5328
235,76.8885,78.1042,76.8085,78.0556
236,79.0742,80.0285,78.8085,79.6228
237,79.2713,79.5499,78.8113,79.1785
238,78.7828,78.8671,77.1285,77.2385
239,77.2842,78.5813,77.2028,78.4385
240,78.702,79.6128,78.2585,78.7871
241,78.5628,79.4999,77.8294,79.4542
242,79.1428,79.3742,77.8214,78.0099
243,78.5813,79.2571,77.9642,78.6428
244,72.6799,73.5714,71.7242,72.3571
245,71.9928,72.4814,71.2314,71.5356
246,71.7914,72.3571,70.9571,71.3974
247,70.7399,71.6471,70.5071,71.5142
248,71.8014,72.5328,71.3285,71.6471
249,72.2642,72.7799,71.8228,72.6842
250,72.3656,73.6114,72.3216,73.2271
251,72.8656,73.3571,72.5442,73.2156
252,74.4828,74.7042,73.9114,74.2399
253,74.0942,75.9985,73.9999,75.5699
254,75.8014,76.8214,75.6428,76.5656
255,76.7071,77.0799,76.1771,76.5599
256,76.3799,77.8356,76.3142,77.7756
257,77.4956,77.9971,77.3156,77.7128
258,77.9999,78.7413,77.9442,77.9985
259,77.8214,78.1271,76.3356,76.7671
260,76.1414,76.7142,75.5714,75.8785
261,76.1132,76.3671,74.9428,75.0356
262,74.7356,75.7028,74.6314,75.3642
263,75.6256,75.6521,74.4285,74.5799
264,74.8014,74.9999,73.6571,73.9071
265,73.8771,75.5399,73.7214,75.3814
266,75.5828,76.1071,74.5885,75.1771
267,74.7742,75.8071,74.6871,75.3942
268,75.8571,76.0914,75.3956,75.8914
269,75.8456,76.3928,75.5899,76.0514
270,76.1128,76.3485,75.4428,75.8214
271,75.8699,75.9971,75.1499,75.7771
272,75.4799,76.1899,75.4769,75.8456
273,76.4928,76.9628,76.0842,76.5842
274,76.3585,76.7642,75.9999,76.6585
275,76.7771,77.0942,75.5942,75.8071
276,75.5414,75.8414,74.7142,74.9556
277,75.3856,75.7099,75.1214,75.2485
278,75.1285,75.9956,75.0285,75.9142
279,76.0371,76.6056,75.5714,75.8942
280,75.6985,76.0956,75.3356,75.5285
281,75.9899,76.2499,75.1899,76.1242
282,76.9171,77.2142,76.4371,77.0271
283,77.3571,77.9642,77.0842,77.8556
284,78.0742,78.4285,76.9799,77.1114
285,77.1449,77.3571,76.4457,76.7799
286,76.9028,76.9913,76.3214,76.6942
287,77.0328,77.2585,76.5614,76.6771
288,76.8228,77.4099,76.6814,77.3785
289,77.4828,77.6399,77.1799,77.5071
290,77.3414,77.4999,76.8056,76.9699
291,77.1156,77.1428,75.7971,75.9742
292,75.4314,75.8428,74.5556,74.7814
293,75.0271,75.1599,74.0999,74.7771
294,74.6628,75.7842,74.5742,75.7599
295,75.8114,76.0342,74.7385,74.7828
296,74.1428,74.6899,73.8771,74.2299
297,74.5571,74.5942,73.8871,74.5256
298,74.3242,74.5199,73.0471,73.9942
299,74.0071,74.4414,73.4478,74.1442
300,74.2856,75.3942,74.1714,74.9914
301,75.0485,76.0199,74.8514,75.8814
302,75.4728,75.9751,75.2144,75.9569
303,75.5799,75.8756,74.9214,74.9642
304,81.1728,81.4285,80.1042,81.1099
305,80.6471,81.7128,80.5656,81.7056
306,81.8285,85.1071,81.7928,84.8699
307,84.8199,85.1399,84.2156,84.6185
308,84.6628,85.6328,84.2571,84.2985
309,84.5713,84.9713,83.7656,84.4971
310,84.6199,84.8856,84.2442,84.6542
311,84.3056,85.8571,84.2856,85.8513
312,85.9713,86.3442,84.9156,84.9156
313,85.0356,85.3271,83.9613,84.6185
314,84.0356,84.9156,83.7713,83.9985
315,83.5056,83.7499,82.9042,83.6488
316,83.9271,84.8085,83.9142,84.6899
317,84.5713,84.9342,84.3856,84.8228
318,84.6328,85.3428,84.5342,84.8385
319,84.9571,85.2285,84.0056,84.1171
320,84.0899,85.3613,83.6285,85.3585
321,85.4071,86.7613,85.3328,86.3699
322,86.3585,86.6285,85.8185,86.3871
323,86.2613,86.6713,86.0085,86.6156
324,86.6571,87.1213,86.2999,86.7528
325,86.7499,87.8184,86.6385,87.7328
326,87.9828,89.4085,87.9471,89.3756
327,89.4313,89.9756,89.1113,89.1442
328,89.6928,90.9813,89.6813,90.7685
329,91.1399,92.0242,89.8428,90.4285
330,90.5656,90.6899,88.9285,89.8071
331,89.7799,91.2485,89.7499,91.0771
332,91.0628,92.5556,90.8728,92.1171
333,92.3142,92.767,91.8013,92.4785
334,92.8428,93.037,92.0671,92.2242
335,92.7,93.88,91.75,93.7
336,94.73,95.05,93.57,94.25
337,94.13,94.76,93.47,93.86
338,94.04,94.12,91.9,92.29
339,92.2,92.44,90.88,91.28
340,91.51,92.75,91.45,92.2
341,92.31,92.7,91.8,92.08
342,92.27,92.29,91.35,92.18
343,92.29,92.3,91.3389,91.86
344,91.85,92.55,90.9,90.91
345,91.32,91.62,90.6,90.83
346,90.75,91.74,90.19,90.28
347,90.21,90.7,89.65,90.36
348,90.37,91.05,89.8,90.9
349,90.82,92,90.77,91.98
350,92.1,93.725,92.09,92.93
351,93.52,94.07,93.13,93.52
352,93.865,94.06,93.09,93.48
353,93.67,94.1,93.2,94.03
354,94.14,95.99,94.1,95.968
355,96.27,96.8,93.92,95.35
356,95.44,95.95,94.76,95.39
357,93.76,95.55,93.52,95.035
358,95.36,95.89,94.8625,95.22
359,95.86,96.89,95.65,96.45
360,96.8,96.85,95.03,95.32
361,96.97,97.1,94.74,94.78
362,95.03,95.279,92.57,93.0899
363,93.62,94.74,93.02,94.43
364,94.99,95,93.72,93.939
365,94.68,94.89,94.12,94.72
366,95.42,97.88,95.17,97.19
367,97.035,97.32,96.42,97.03
368,96.85,97.84,96.64,97.671
369,97.82,99.24,97.55,99.02
370,99.33,99.44,98.25,98.38
371,98.44,98.7,97.67,98.15
372,97.16,97.45,95.33,95.6
373,94.9,96.62,94.81,96.13
374,96.37,96.58,95.17,95.59
375,95.36,95.68,94.36,95.12
376,94.75,95.48,94.71,94.96
377,94.93,95.95,94.1,94.48
378,94.26,94.82,93.28,94.74
379,95.27,96.08,94.8355,95.99
380,96.04,96.88,95.61,95.97
381,96.15,97.24,96.04,97.24
382,97.33,97.57,96.8,97.5
383,97.9,98.19,96.86,97.98
384,98.49,99.37,97.98,99.16
385,99.41,100.68,99.32,100.53
386,100.44,101.09,99.95,100.57
387,100.57,100.94,100.11,100.58
388,100.29,101.47,100.19,101.32
389,101.79,102.17,101.28,101.54
390,101.42,101.5,100.86,100.889
391,101.02,102.57,100.7,102.13
392,101.59,102.78,101.56,102.25
393,102.86,102.9,102.2,102.5
394,103.06,103.74,102.72,103.3
395,103.1,103.2,98.58,98.94
396,98.85,100.09,97.79,98.12
397,98.8,99.39,98.31,98.97
398,99.3,99.31,98.05,98.36
399,99.08,103.08,96.14,97.99
400,98.01,101.11,97.76,101
401,100.41,101.44,99.62,101.43
402,101.21,102.19,101.08,101.66
403,102.81,103.05,101.44,101.63
404,99.8,101.26,98.89,100.86
405,101.27,101.8,100.5922,101.58
406,101.93,102.35,101.56,101.79
407,102.29,102.35,100.88,100.96
408,101.8,102.14,100.58,101.06
409,100.6,102.94,100.54,102.64
410,102.16,102.85,101.2,101.75
411,100.51,100.71,97.72,97.87
412,98.53,100.75,98.4,100.75
413,98.65,100.435,98.63,100.11
414,100.81,101.54,100.53,100.75
415,100.59,100.69,98.7,99.18
416,99.27,100.22,98.04,99.9
417,99.44,100.21,99.04,99.62
418,99.95,100.65,99.42,99.62
419,99.43,100.12,98.73,98.75
420,98.76,101.11,98.31,100.8
421,101.54,102.38,100.61,101.02
422,100.69,102.03,100.3,100.73
423,101.33,101.78,99.81,99.81
424,100.39,100.52,98.57,98.75
425,97.97,99.15,95.18,97.54
426,95.55,97.72,95.41,96.26
427,97.5,99,96.81,97.67
428,98.315,99.96,98.22,99.76
429,103.02,103.02,101.27,102.47
430,102.84,104.11,102.6,102.99
431,104.08,105.051,103.63,104.83
432,105.18,105.49,104.53,105.22
433,104.85,105.48,104.7,105.11
434,105.4,106.74,105.35,106.74
435,106.65,107.37,106.36,107.34
436,106.959,107.35,105.9,106.98
437,108.01,108.04,107.21,108
438,108.22,110.3,108.01,109.4
439,109.36,109.49,107.72,108.6
440,109.1,109.3,108.125,108.86
441,108.6,108.79,107.8,108.7
442,108.75,109.32,108.55,109.01
443,109.02,109.33,108.67,108.83
444,108.7,109.75,108.4,109.7
445,109.38,111.43,109.37,111.25
446,111.8,113.45,111.6,112.82
447,113.15,114.19,113.05,114.18
448,114.27,117.28,113.3,113.99
449,113.94,115.69,113.89,115.47
450,115.44,115.74,113.8,114.67
451,114.91,116.86,114.85,116.31
452,117.51,117.57,116.03,116.47
453,116.85,118.77,116.62,118.625
454,119.07,119.75,117.45,117.6
455,117.94,119.1,117.83,119
456,119.27,119.4,118.05,118.93
457,118.81,119.25,111.27,115.07
458,113.5,115.75,112.75,114.63
459,115.75,116.35,115.11,115.93
460,115.77,117.2,115.29,115.49
461,115.99,116.08,114.64,115
462,114.1,114.648,111.62,112.4
463,110.19,114.3,109.35,114.12
464,114.41,114.85,111.54,111.95
465,112.26,113.8,111.34,111.62
466,110.46,111.87,109.58,109.73
467,110.7,111.6,106.35,108.225
468,106.37,110.16,106.26,106.745
469,107.12,109.84,106.82,109.41
470,111.87,112.65,110.66,112.65
471,112.26,113.24,111.66,111.78
472,112.16,113.49,111.97,112.94
473,113.23,113.33,112.46,112.54
474,112.58,112.71,112.01,112.01
475,112.1,114.52,112.01,113.99
476,113.79,114.77,113.7,113.91
477,113.64,113.92,112.11,112.52
478,112.82,113.13,110.21,110.38
479,111.39,111.44,107.35,109.33
480,108.29,108.65,105.41,106.25
481,106.54,107.43,104.63,106.26
482,107.2,108.2,106.695,107.75
483,109.23,112.15,108.7,111.89
484,112.67,113.25,110.21,112.01
485,112.6,112.63,108.8,109.25
486,111.43,112.8,108.91,110.22
487,109.04,110.49,108.5,109.8
488,110,110.06,106.66,106.82
489,107.03,107.58,105.2,105.99
490,107.84,108.9667,106.5,108.72
491,108.95,111.06,108.27,109.55
492,110.26,112.47,109.72,112.4
493,112.3,113.75,111.53,112.98
494,113.74,114.3626,112.8,113.1
495,112.42,112.48,109.03,109.14
496,117.625,118.12,115.31,115.31
497,116.32,119.19,115.56,118.9
498,118.4,120,116.85,117.16
499,118.05,119.17,116.08,118.63
500,118.5,119.09,117.61,118.65
501,118.5,120.51,118.309,119.56
502,120.02,120.23,119.25,119.94
503,120.02,120.25,118.45,118.93
504,118.55,119.84,118.43,119.72
505,120.17,122.15,120.16,122.02
506,122.77,124.92,122.5,124.88
507,126.06,127.48,125.57,126.46
508,127.28,127.28,125.65,127.08
509,127.49,128.88,126.92,127.83
510,127.625,128.78,127.45,128.715
511,128.48,129.03,128.33,128.45
512,128.62,129.5,128.05,129.495
513,130.02,133,129.66,133
514,132.94,133.6,131.17,132.17
515,131.56,131.6,128.15,128.79
516,128.785,130.87,126.61,130.415
517,130,130.57,128.24,128.46
518,129.25,130.28,128.3,129.09
519,128.96,129.52,128.09,129.36
520,129.1,129.56,128.32,128.54
521,128.58,128.75,125.76,126.41
522,128.4,129.37,126.26,126.6
523,127.96,129.57,125.06,127.14
524,126.41,127.22,123.8,124.51
525,124.75,124.77,122.11,122.24
526,122.31,124.9,121.63,124.45
527,124.4,125.3951,122.58,123.59
528,123.88,124.95,122.87,124.95
529,125.9,127.32,125.65,127.04
530,127,129.16,126.37,128.47
531,128.75,129.2451,127.4,127.495
532,128.25,128.4,125.16,125.9
533,127.12,127.85,126.52,127.21
534,127.23,128.04,126.56,126.69
535,126.54,126.82,123.38,123.38
536,122.76,124.88,122.6,124.24
537,124.57,124.7,122.91,123.25
538,124.05,126.4,124,126.37
539,126.09,126.49,124.355,124.43
540,124.82,125.12,123.1,124.25
541,125.03,125.56,124.19,125.32
542,124.47,127.51,124.33,127.35
543,127.64,128.1218,125.98,126.01
544,125.85,126.4,124.97,125.6
545,125.85,126.58,124.66,126.56
546,125.95,127.21,125.26,127.1
547,128.37,128.57,126.61,126.85
548,127,127.29,125.91,126.3
549,126.41,127.13,126.01,126.78
550,126.28,127.1,126.11,126.17
551,125.55,126.14,124.46,124.75
552,125.57,128.12,125.17,127.6
553,128.1,128.2,126.67,126.91
554,126.99,128.87,126.32,128.62
555,128.3,130.42,128.14,129.67
556,130.49,130.63,129.23,130.28
557,132.31,133.13,131.15,132.65
558,134.455,134.54,129.57,130.56
559,130.16,131.59,128.3,128.64
560,127.5,127.88,124.58,125.15
561,126.1,130.13,125.3,128.95
562,129.5,130.57,128.26,128.7
563,128.15,128.4498,125.78,125.8
564,126.56,126.75,123.36,125.01
565,124.77,126.08,124.02,125.26
566,126.68,127.62,126.11,127.62
567,127.39,127.56,125.625,126.32
568,125.6,126.88,124.82,125.865
569,126.15,127.19,125.87,126.01
570,127.41,128.95,127.16,128.95
571,129.07,129.49,128.21,128.77
572,128.38,130.72,128.36,130.19
573,130.69,130.88,129.64,130.07
574,130,130.98,129.34,130.06
575,130.07,131.63,129.83,131.39
576,131.6,132.97,131.4,132.54
577,132.6,132.91,129.12,129.62
578,130.34,132.26,130.05,132.045
579,131.86,131.95,131.1,131.78
580,131.23,131.45,129.9,130.28
581,131.2,131.39,130.05,130.535
582,129.86,130.655,129.32,129.96
583,130.66,130.94,129.9,130.12
584,129.58,130.58,128.91,129.36
585,129.5,129.69,128.36,128.65
586,128.9,129.21,126.83,127.8
587,126.7,128.08,125.62,127.42
588,127.92,129.34,127.85,128.88
589,129.18,130.18,128.475,128.59
590,128.185,128.33,127.11,127.17
591,126.1,127.24,125.71,126.92
592,127.03,127.85,126.37,127.6
593,127.72,127.88,126.74,127.3
594,127.23,128.31,127.22,127.88
595,127.71,127.82,126.4,126.6
596,127.49,128.06,127.08,127.61
597,127.48,127.61,126.8792,127.03
598,127.21,129.8,127.12,128.11
599,128.86,129.2,127.5,127.5
600,127.67,127.99,126.51,126.75
601,125.46,126.47,124.48,124.53
602,125.57,126.12,124.86,125.425
603,126.9,126.94,125.99,126.6
604,126.43,126.69,125.77,126.44
605,124.94,126.23,124.85,126
606,125.89,126.15,123.77,125.69
607,124.48,124.64,122.54,122.57
608,123.85,124.06,119.22,120.07
